用例ID,用例名称,执行步骤,预期结果,转人工触发条件,测试目标,前置条件,测试数据,测试数据（英文提问）,执行阶段,是否使用新会话,实际回复内容（英文）,是否存在知识库,知识库是否命中（日志）,知识库命中（人工复核）,日志客户标签,LLM推测预期标签,LLM判定客户标签是否准确,客户标签准确（人工复核）,转人工预期,日志转人工,转人工是否准确,转人工准确（人工复核）,语义是否合理（LLM）,回复是否准确（LLM）,回复准确（人工复核）,服务端真实耗时,接口响应时长,备注
TC-H70-SUM-S042-Q03,[方玮懿][会话轮次4][同会话S042第3/3问] Does the touchscreen still work well if there…【汇总问题回归测试】,步骤1：保持同一会话组 S042 的WhatsApp会话，不要新开会话。步骤2：在前序第2问完成后继续发送当前测试问题。步骤3：核对机器人是否正确理解多轮上下文。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已完成同一会话组 S042 的前序用例；2) 当前仍保持同一WhatsApp会话；3) 尚未发生会话关闭或人工接管导致AI不可答，除非该轮测试目标本身要求验证该状态；4) 可查看会话日志或Trace。,"Does the touchscreen still work well if there are rain drops on it? Also, if I run navigation while answering calls, will it overheat and freeze up?","Does the touchscreen still work well if there are rain drops on it? Also, if I run navigation while answering calls, will it overheat and freeze up?",P1,否,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=方玮懿；sheet_id=0d0Vn5；源行=17；会话轮次=4；会话组ID=S042；同组执行序号=3；同组问题总数=3
TC-H70-SUM-S043-Q01,[方玮懿][会话轮次5][同会话S043第1/3问] My kid is super active—will photos turn out b…【汇总问题回归测试】,步骤1：开启新的WhatsApp会话。步骤2：按本会话组内用例顺序发送当前测试问题。步骤3：核对机器人识别业务场景和客户标签。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace；5) 本条是该会话组首问，需开启新会话。,"My kid is super active—will photos turn out blurry when I try to snap quick pictures of them or our pets? Also, kids drop phones all the time—is the screen sturdy enough to survive a fall?","My kid is super active—will photos turn out blurry when I try to snap quick pictures of them or our pets? Also, kids drop phones all the time—is the screen sturdy enough to survive a fall?",P1,是,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=方玮懿；sheet_id=0d0Vn5；源行=18；会话轮次=5；会话组ID=S043；同组执行序号=1；同组问题总数=3
TC-H70-SUM-S043-Q02,[方玮懿][会话轮次5][同会话S043第2/3问] i mean Hot70 Pro 5G【汇总问题回归测试】,步骤1：保持同一会话组 S043 的WhatsApp会话，不要新开会话。步骤2：在前序第1问完成后继续发送当前测试问题。步骤3：核对机器人是否正确理解多轮上下文。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已完成同一会话组 S043 的前序用例；2) 当前仍保持同一WhatsApp会话；3) 尚未发生会话关闭或人工接管导致AI不可答，除非该轮测试目标本身要求验证该状态；4) 可查看会话日志或Trace。,i mean Hot70 Pro 5G,i mean Hot70 Pro 5G,P1,否,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=方玮懿；sheet_id=0d0Vn5；源行=19；会话轮次=5；会话组ID=S043；同组执行序号=2；同组问题总数=3
TC-H70-SUM-S043-Q03,[方玮懿][会话轮次5][同会话S043第3/3问] I keep tons of videos of my kids on my phone.…【汇总问题回归测试】,步骤1：保持同一会话组 S043 的WhatsApp会话，不要新开会话。步骤2：在前序第2问完成后继续发送当前测试问题。步骤3：核对机器人是否正确理解多轮上下文。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已完成同一会话组 S043 的前序用例；2) 当前仍保持同一WhatsApp会话；3) 尚未发生会话关闭或人工接管导致AI不可答，除非该轮测试目标本身要求验证该状态；4) 可查看会话日志或Trace。,"I keep tons of videos of my kids on my phone. Which storage capacity should I get? Also, does the selfie/video beauty mode look natural, or does it look overly filtered?","I keep tons of videos of my kids on my phone. Which storage capacity should I get? Also, does the selfie/video beauty mode look natural, or does it look overly filtered?",P1,否,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=方玮懿；sheet_id=0d0Vn5；源行=20；会话轮次=5；会话组ID=S043；同组执行序号=3；同组问题总数=3
TC-H70-SUM-S044-Q01,"[方玮懿][会话轮次6][同会话S044第1/2问] As a fresh grad on a tight budget, is this ph…【汇总问题回归测试】",步骤1：开启新的WhatsApp会话。步骤2：按本会话组内用例顺序发送当前测试问题。步骤3：核对机器人识别业务场景和客户标签。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace；5) 本条是该会话组首问，需开启新会话。,"As a fresh grad on a tight budget, is this phone good value for money? How does it feel in hand—does it look or feel cheap?","As a fresh grad on a tight budget, is this phone good value for money? How does it feel in hand—does it look or feel cheap?",P1,是,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=方玮懿；sheet_id=0d0Vn5；源行=21；会话轮次=6；会话组ID=S044；同组执行序号=1；同组问题总数=2
TC-H70-SUM-S044-Q02,[方玮懿][会话轮次6][同会话S044第2/2问] 我是说Hot70 Pro 5G，拿在手里怎么样？我刚毕业预算不高，这款手机性价比怎么样【汇总问题回归测试】,步骤1：保持同一会话组 S044 的WhatsApp会话，不要新开会话。步骤2：在前序第1问完成后继续发送当前测试问题。步骤3：核对机器人是否正确理解多轮上下文。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已完成同一会话组 S044 的前序用例；2) 当前仍保持同一WhatsApp会话；3) 尚未发生会话关闭或人工接管导致AI不可答，除非该轮测试目标本身要求验证该状态；4) 可查看会话日志或Trace。,我是说Hot70 Pro 5G，拿在手里怎么样？我刚毕业预算不高，这款手机性价比怎么样,,P1,否,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=方玮懿；sheet_id=0d0Vn5；源行=22；会话轮次=6；会话组ID=S044；同组执行序号=2；同组问题总数=2
TC-H70-SUM-S045-Q01,[张浩哲][会话轮次1][同会话S045第1/3问] how does hot70 compare to vivo50【汇总问题回归测试】,步骤1：开启新的WhatsApp会话。步骤2：按本会话组内用例顺序发送当前测试问题。步骤3：核对机器人识别业务场景和客户标签。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace；5) 本条是该会话组首问，需开启新会话。,how does hot70 compare to vivo50,how does hot70 compare to vivo50,P1,是,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=张浩哲；sheet_id=MLkEUu；源行=2；会话轮次=1；会话组ID=S045；同组执行序号=1；同组问题总数=3
TC-H70-SUM-S045-Q02,[张浩哲][会话轮次1][同会话S045第2/3问] how does hot70 compare to vivo50【汇总问题回归测试】,步骤1：保持同一会话组 S045 的WhatsApp会话，不要新开会话。步骤2：在前序第1问完成后继续发送当前测试问题。步骤3：核对机器人是否正确理解多轮上下文。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已完成同一会话组 S045 的前序用例；2) 当前仍保持同一WhatsApp会话；3) 尚未发生会话关闭或人工接管导致AI不可答，除非该轮测试目标本身要求验证该状态；4) 可查看会话日志或Trace。,how does hot70 compare to vivo50,how does hot70 compare to vivo50,P1,否,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=张浩哲；sheet_id=MLkEUu；源行=3；会话轮次=1；会话组ID=S045；同组执行序号=2；同组问题总数=3
TC-H70-SUM-S045-Q03,[张浩哲][会话轮次1][同会话S045第3/3问] hot 50?【汇总问题回归测试】,步骤1：保持同一会话组 S045 的WhatsApp会话，不要新开会话。步骤2：在前序第2问完成后继续发送当前测试问题。步骤3：核对机器人是否正确理解多轮上下文。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已完成同一会话组 S045 的前序用例；2) 当前仍保持同一WhatsApp会话；3) 尚未发生会话关闭或人工接管导致AI不可答，除非该轮测试目标本身要求验证该状态；4) 可查看会话日志或Trace。,hot 50?,hot 50?,P1,否,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=张浩哲；sheet_id=MLkEUu；源行=4；会话轮次=1；会话组ID=S045；同组执行序号=3；同组问题总数=3
TC-H70-SUM-S046-Q01,[张浩哲][会话轮次2][同会话S046第1/2问] Which chipset does the Hot 70 feature? What F…【汇总问题回归测试】,步骤1：开启新的WhatsApp会话。步骤2：按本会话组内用例顺序发送当前测试问题。步骤3：核对机器人识别业务场景和客户标签。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace；5) 本条是该会话组首问，需开启新会话。,"Which chipset does the Hot 70 feature? What FPS can it push in Free Fire or PUBG Mobile, and does it suffer from severe thermal throttling during long sessions?","Which chipset does the Hot 70 feature? What FPS can it push in Free Fire or PUBG Mobile, and does it suffer from severe thermal throttling during long sessions?",P1,是,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=张浩哲；sheet_id=MLkEUu；源行=5；会话轮次=2；会话组ID=S046；同组执行序号=1；同组问题总数=2
TC-H70-SUM-S046-Q02,[张浩哲][会话轮次2][同会话S046第2/2问] hot 70 pro【汇总问题回归测试】,步骤1：保持同一会话组 S046 的WhatsApp会话，不要新开会话。步骤2：在前序第1问完成后继续发送当前测试问题。步骤3：核对机器人是否正确理解多轮上下文。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已完成同一会话组 S046 的前序用例；2) 当前仍保持同一WhatsApp会话；3) 尚未发生会话关闭或人工接管导致AI不可答，除非该轮测试目标本身要求验证该状态；4) 可查看会话日志或Trace。,hot 70 pro,hot 70 pro,P1,否,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=张浩哲；sheet_id=MLkEUu；源行=6；会话轮次=2；会话组ID=S046；同组执行序号=2；同组问题总数=2
TC-H70-SUM-S047-Q01,[张浩哲][会话轮次3][同会话S047第1/1问] what is the most unique advantage of your pho…【汇总问题回归测试】,步骤1：开启新的WhatsApp会话。步骤2：按本会话组内用例顺序发送当前测试问题。步骤3：核对机器人识别业务场景和客户标签。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace；5) 本条是该会话组首问，需开启新会话。,what is the most unique advantage of your phone,what is the most unique advantage of your phone,P1,是,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=张浩哲；sheet_id=MLkEUu；源行=7；会话轮次=3；会话组ID=S047；同组执行序号=1；同组问题总数=1
TC-H70-SUM-S048-Q01,[张浩哲][会话轮次4][同会话S048第1/1问] I keep tons of videos of my kids on my phone.…【汇总问题回归测试】,步骤1：开启新的WhatsApp会话。步骤2：按本会话组内用例顺序发送当前测试问题。步骤3：核对机器人识别业务场景和客户标签。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace；5) 本条是该会话组首问，需开启新会话。,"I keep tons of videos of my kids on my phone. Which storage capacity should I get? Also, does the selfie/video beauty mode look natural, or does it look overly filtered?","I keep tons of videos of my kids on my phone. Which storage capacity should I get? Also, does the selfie/video beauty mode look natural, or does it look overly filtered?",P1,是,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=张浩哲；sheet_id=MLkEUu；源行=8；会话轮次=4；会话组ID=S048；同组执行序号=1；同组问题总数=1
TC-H70-SUM-S049-Q01,"[张浩哲][会话轮次5][同会话S049第1/3问] i mean hot70 pro, can you talk about it?【汇总问题回归测试】",步骤1：开启新的WhatsApp会话。步骤2：按本会话组内用例顺序发送当前测试问题。步骤3：核对机器人识别业务场景和客户标签。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace；5) 本条是该会话组首问，需开启新会话。,"i mean hot70 pro, can you talk about it?","i mean hot70 pro, can you talk about it?",P1,是,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=张浩哲；sheet_id=MLkEUu；源行=9；会话轮次=5；会话组ID=S049；同组执行序号=1；同组问题总数=3
TC-H70-SUM-S049-Q02,"[张浩哲][会话轮次5][同会话S049第2/3问] Great, how much does it cost? How should I ma…【汇总问题回归测试】",步骤1：保持同一会话组 S049 的WhatsApp会话，不要新开会话。步骤2：在前序第1问完成后继续发送当前测试问题。步骤3：核对机器人是否正确理解多轮上下文。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已完成同一会话组 S049 的前序用例；2) 当前仍保持同一WhatsApp会话；3) 尚未发生会话关闭或人工接管导致AI不可答，除非该轮测试目标本身要求验证该状态；4) 可查看会话日志或Trace。,"Great, how much does it cost? How should I make a purchase","Great, how much does it cost? How should I make a purchase",P1,否,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=张浩哲；sheet_id=MLkEUu；源行=10；会话轮次=5；会话组ID=S049；同组执行序号=2；同组问题总数=3
TC-H70-SUM-S049-Q03,[张浩哲][会话轮次5][同会话S049第3/3问] That's too much trouble. Can you book it for …【汇总问题回归测试】,步骤1：保持同一会话组 S049 的WhatsApp会话，不要新开会话。步骤2：在前序第2问完成后继续发送当前测试问题。步骤3：核对机器人是否正确理解多轮上下文。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已完成同一会话组 S049 的前序用例；2) 当前仍保持同一WhatsApp会话；3) 尚未发生会话关闭或人工接管导致AI不可答，除非该轮测试目标本身要求验证该状态；4) 可查看会话日志或Trace。,That's too much trouble. Can you book it for me directly,That's too much trouble. Can you book it for me directly,P1,否,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=张浩哲；sheet_id=MLkEUu；源行=11；会话轮次=5；会话组ID=S049；同组执行序号=3；同组问题总数=3
TC-H70-SUM-S050-Q01,[张浩哲][会话轮次6][同会话S050第1/1问] what is the most unique advantage of your pho…【汇总问题回归测试】,步骤1：开启新的WhatsApp会话。步骤2：按本会话组内用例顺序发送当前测试问题。步骤3：核对机器人识别业务场景和客户标签。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace；5) 本条是该会话组首问，需开启新会话。,what is the most unique advantage of your phone,what is the most unique advantage of your phone,P1,是,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=张浩哲；sheet_id=MLkEUu；源行=12；会话轮次=6；会话组ID=S050；同组执行序号=1；同组问题总数=1
